,name,min_value,restaurant,max_value,mean_value
206,Roasted Chicken Noodle,110,subway,110,110.0
207,Rosemary Chicken and Dumpling,90,subway,90,90.0
208,Southern Style Chicken and Dumpling,170,subway,170,170.0
209,Spanish Style Chicken with Rice,110,subway,110,110.0
210,Thai Coconut Soup,210,subway,210,210.0
211,Tomato Basil Soup,140,subway,140,140.0
212,Vegetable Beef,100,subway,100,100.0
213,Wild Rice with Chicken,220,subway,220,220.0
214,Avocado,70,subway,70,70.0
215,Banana Peppers,0,subway,0,0.0
216,Cucumbers,0,subway,0,0.0
217,Green Peppers,0,subway,0,0.0
218,Jalapeno Peppers,0,subway,0,0.0
219,Lettuce,0,subway,0,0.0
220,Olives,0,subway,0,0.0
221,Onions,0,subway,0,0.0
222,Pickles,0,subway,0,0.0
223,Spinach,5,subway,5,5.0
224,Tomato,5,subway,5,5.0
0,1/2 lb.* Cheesy Potato Burrito,540,taco-bell,540,540.0
1,1/2 lb.* Combo Burrito,460,taco-bell,460,460.0
2,7-Layer Burrito,420,taco-bell,420,420.0
3,Bean Burrito,350,taco-bell,350,350.0
4,Beefy 5-Layer Burrito,550,taco-bell,550,550.0
5,Beefy Fritos® Burrito,440,taco-bell,440,440.0
6,Black Bean Quesarito,630,taco-bell,630,630.0
7,Buffalo Chicken Nacho Fries Burrito,510,taco-bell,510,510.0
8,Burrito Supreme® – Beef,420,taco-bell,420,420.0
9,Burrito Supreme® - Chicken,390,taco-bell,390,390.0
10,Burrito Supreme® - Steak,390,taco-bell,390,390.0
11,Cheesy Bean and Rice Burrito,410,taco-bell,410,410.0
12,Chili Cheese Burrito,380,taco-bell,380,380.0
13,Crunchy Cheesy Core Burrito,610,taco-bell,630,620.0
14,Grande Burrito,370,taco-bell,420,395.0
15,Loaded Taco Burrito,550,taco-bell,550,550.0
16,Quesarito,620,taco-bell,650,635.0
17,Shredded Chicken Burrito,400,taco-bell,400,400.0
18,Smothered Burrito - Beef,710,taco-bell,710,710.0
19,Smothered Burrito - Shredded Chicken,650,taco-bell,650,650.0
20,Smothered Burrito - Steak,670,taco-bell,670,670.0
21,Spicy Cheesy Core Burrito,540,taco-bell,570,555.0
22,Steak Rattlesnake Fries Burrito,470,taco-bell,470,470.0
23,Steak Reaper Ranch Fries Burrito,490,taco-bell,490,490.0
24,Triple Melt Burrito,410,taco-bell,410,410.0
25,XXL Grilled Stuft Burrito - Beef,880,taco-bell,880,880.0
26,XXL Grilled Stuft Burrito - Chicken,830,taco-bell,830,830.0
27,XXL Grilled Stuft Burrito - Steak,820,taco-bell,820,820.0
28,Chicken Soft Taco,170,taco-bell,170,170.0
29,Cool Ranch® Doritos® Double Decker® Taco,320,taco-bell,320,320.0
30,Cool Ranch® Doritos® Locos Taco,160,taco-bell,160,160.0
31,Cool Ranch® Doritos® Locos Taco Supreme,200,taco-bell,200,200.0
32,Crunchy Taco,170,taco-bell,170,170.0
33,Crunchy Taco Supreme®,200,taco-bell,200,200.0
34,Double Decker® Taco,320,taco-bell,320,320.0
35,DOUBLE DECKER® Taco Supreme®,350,taco-bell,350,350.0
36,Double Stacked Taco,310,taco-bell,350,330.0
37,Fiery Doritos® Double Decker® Taco,320,taco-bell,320,320.0
38,Fiery Doritos® Locos Taco,170,taco-bell,170,170.0
39,Fiery Doritos® Locos Taco Supreme,200,taco-bell,200,200.0
40,Grilled Steak Soft Taco,250,taco-bell,250,250.0
41,Loaded Nacho Taco,280,taco-bell,280,280.0
42,Nacho Cheese Doritos® Double Decker® Taco,320,taco-bell,320,320.0
43,Nacho Cheese Doritos® Locos Tacos,170,taco-bell,170,170.0
44,Nacho Cheese Doritos® Locos Tacos Supreme,200,taco-bell,200,200.0
45,Rolled Chicken Tacos 2 pack,270,taco-bell,270,270.0
46,Rolled Chicken Tacos 4 pack,550,taco-bell,550,550.0
47,Soft Taco Supreme® – Beef,230,taco-bell,230,230.0
48,Soft Taco-Beef,200,taco-bell,200,200.0
49,Spicy Loaded Nacho Taco,290,taco-bell,290,290.0
50,Spicy Potato Soft Taco,250,taco-bell,250,250.0
51,AirHeads White Mystery Freeze,170,taco-bell,210,190.0
52,Baja Blast Birthday Freeze,200,taco-bell,250,225.0
53,Brisk Iced Tea and Lemonade,80,taco-bell,200,140.0
54,Brisk Mango Fiesta,100,taco-bell,250,175.0
55,Caramel Apple Freeze,190,taco-bell,220,205.0
56,Cherry Sunset Freeze,190,taco-bell,240,215.0
57,Cinnabon Delights Coffee,160,taco-bell,160,160.0
58,Diet Mountain Dew Baja Blast,0,taco-bell,0,0.0
59,Diet Pepsi,0,taco-bell,0,0.0
60,Dr Pepper,200,taco-bell,500,350.0
61,Electric Blue Raspberry Freeze,140,taco-bell,180,160.0
62,Manzanita Sol,220,taco-bell,550,385.0
63,Mountain Dew,220,taco-bell,550,385.0
64,Mountain Dew Baja Blast,220,taco-bell,550,385.0
65,Mountain Dew Baja Blast Freeze,200,taco-bell,250,225.0
66,Mountain Dew Kickstart Orange Citrus,80,taco-bell,200,140.0
67,Mountain Dew Sangria Blast,220,taco-bell,550,385.0
68,Mountain Dew Spiked Lemonade Freeze,240,taco-bell,240,240.0
69,MUG Root Beer,200,taco-bell,500,350.0
70,Orange Cream Pop Freeze,130,taco-bell,160,145.0
71,Orange Juice 10 oz,140,taco-bell,140,140.0
72,Pepsi,200,taco-bell,500,350.0
73,Premium Hot Coffee with creamer,35,taco-bell,35,35.0
74,Premium Iced Coffee,10,taco-bell,10,10.0
75,Premium Roast Coffee 12.5 oz,10,taco-bell,10,10.0
76,Rockstar® Punch Freeze,220,taco-bell,220,220.0
77,Sierra Mist,200,taco-bell,500,350.0
78,Skittles Freeze,160,taco-bell,210,185.0
79,Snapple Lemonade Freeze,190,taco-bell,240,215.0
80,Sour Strawberry Skittles Freeze,190,taco-bell,230,210.0
81,Starburst Strawberry Freeze,190,taco-bell,240,215.0
82,Tropicana Pink Lemonade,200,taco-bell,500,350.0
83,A.M. Crunchwrap Bacon,680,taco-bell,680,680.0
84,A.M. Crunchwrap Sausage,730,taco-bell,730,730.0
85,A.M. Crunchwrap® - Steak,650,taco-bell,650,650.0
86,A.M. Grilled Taco - Bacon,230,taco-bell,230,230.0
87,A.M. Grilled Taco - Egg and Cheese,170,taco-bell,170,170.0
88,A.M. Grilled Taco - Sausage,220,taco-bell,220,220.0
89,"Bacon, Egg & Cheese Biscuit Taco",380,taco-bell,380,380.0
90,Breakfast Quesalupa,560,taco-bell,600,580.0
91,Breakfast Stacker,380,taco-bell,380,380.0
92,California A.M. Crunchwrap,630,taco-bell,630,630.0
93,Cheesy Breakfast Burrito - Bacon,490,taco-bell,490,490.0
94,Cheesy Breakfast Burrito - Bacon - Fresco Style,380,taco-bell,380,380.0
95,Cheesy Breakfast Burrito - Fiesta Potato,530,taco-bell,530,530.0
96,Cheesy Breakfast Burrito - Fiesta Potato - Fresco Style,430,taco-bell,430,430.0
97,Cheesy Breakfast Burrito - Sausage,470,taco-bell,470,470.0
98,Cheesy Breakfast Burrito - Sausage - Fresco Style,370,taco-bell,370,370.0
99,Cheesy Breakfast Burrito - Steak and Egg,450,taco-bell,450,450.0
100,Cheesy Breakfast Burrito - Steak and Egg - Fresco Style,320,taco-bell,320,320.0
101,Cinnabon® Delights™,160,taco-bell,930,545.0
102,Country AM Crunchwrap - Sausage,660,taco-bell,660,660.0
103,Country Grilled Breakfast Burrito - Sausage,390,taco-bell,390,390.0
104,Dressed Egg Taco,460,taco-bell,470,465.0
105,Egg and Cheese Biscuit Taco,310,taco-bell,310,310.0
106,Grande Scrambler Burrito - Bacon,680,taco-bell,680,680.0
107,Grande Scrambler Burrito - Sausage,670,taco-bell,670,670.0
108,Grande Scrambler Burrito - Steak,670,taco-bell,670,670.0
109,Grilled Breakfast Burrito - Bacon,350,taco-bell,350,350.0
110,Grilled Breakfast Burrito - Fiesta Potato,340,taco-bell,340,340.0
111,Grilled Breakfast Burrito - Sausage,340,taco-bell,340,340.0
112,Hash Brown,170,taco-bell,170,170.0
113,Mini Skillet Bowl,180,taco-bell,180,180.0
114,Naked Egg Taco,300,taco-bell,310,305.0
115,Sausage and Cheese Biscuit Taco,370,taco-bell,370,370.0
116,Sausage Flatbread Melt,300,taco-bell,300,300.0
117,Sausage Flatbread Quesadilla,240,taco-bell,240,240.0
118,"Sausage, Egg and Cheese Biscuit Taco",430,taco-bell,430,430.0
119,Chalupa Supreme® - Chicken,340,taco-bell,340,340.0
120,Chalupa Supreme® - Steak,340,taco-bell,340,340.0
121,Chalupa Supreme®–Beef,370,taco-bell,370,370.0
122,Double Chalupa,600,taco-bell,600,600.0
123,Naked Chicken Chalupa,420,taco-bell,440,430.0
124,Spicy Double Chalupa,600,taco-bell,600,600.0
125,Toasted Cheddar Chalupa,450,taco-bell,450,450.0
126,Avocado Ranch Dressing,80,taco-bell,80,80.0
127,Border Sauce,0,taco-bell,0,0.0
128,Cilantro Dressing,90,taco-bell,90,90.0
129,Creamy Jalapeno Sauce,70,taco-bell,70,70.0
130,Green Tomatillo Sauce,10,taco-bell,10,10.0
131,Guacamole,35,taco-bell,35,35.0
132,Nacho Cheese Dip,150,taco-bell,150,150.0
133,Pepper Jack Sauce,70,taco-bell,70,70.0
134,Pico de Gallo,5,taco-bell,5,5.0
135,Pizza Sauce,10,taco-bell,10,10.0
136,Premium Guacamole Dip,70,taco-bell,70,70.0
137,Red Sauce,10,taco-bell,10,10.0
138,Reduced Fat Sour Cream,30,taco-bell,30,30.0
139,Reduced-Fat Sour Cream Dip,60,taco-bell,60,60.0
140,Salsa,5,taco-bell,5,5.0
141,Salsa Dip,10,taco-bell,10,10.0
142,Salsa Verde,5,taco-bell,5,5.0
143,Spicy Ranch Dip,230,taco-bell,230,230.0
144,Fresco Bean Burrito,350,taco-bell,350,350.0
145,Fresco Burrito Supreme® – Chicken,340,taco-bell,340,340.0
146,Fresco Burrito Supreme® – Steak,340,taco-bell,340,340.0
147,Fresco Chicken Soft Taco,150,taco-bell,150,150.0
148,Fresco Crunchy Taco,140,taco-bell,140,140.0
149,Fresco Grilled Steak Soft Taco,150,taco-bell,150,150.0
150,Fresco Soft Taco,170,taco-bell,170,170.0
151,Cheesy Gordita Crunch,490,taco-bell,490,490.0
152,Doritos® Cheesy Gordita Crunch - Cool Ranch,490,taco-bell,490,490.0
153,Doritos® Cheesy Gordita Crunch - Fiery,490,taco-bell,490,490.0
154,Doritos® Cheesy Gordita Crunch - Nacho Cheese,490,taco-bell,490,490.0
155,Double Cheesy Gordita Crunch,570,taco-bell,570,570.0
156,Gordita Supreme® – Beef,300,taco-bell,300,300.0
157,Gordita Supreme® - Chicken,270,taco-bell,270,270.0
158,Gordita Supreme® - Steak,270,taco-bell,270,270.0
159,Boss Nachos,1120,taco-bell,1160,1140.0
160,Nacho Fries Bellgrande,710,taco-bell,710,710.0
161,Nacho Party Pack,1970,taco-bell,2060,2015.0
162,Nachos BellGrande®,760,taco-bell,760,760.0
163,Nachos Supreme,430,taco-bell,430,430.0
164,Triple Layer Nachos,320,taco-bell,320,320.0
165,Triple Melt Nachos,260,taco-bell,260,260.0
166,Black Beans,80,taco-bell,80,80.0
167,Black Beans & Rice,200,taco-bell,200,200.0
168,Buffalo Chicken Nacho Fries,490,taco-bell,490,490.0
169,Caramel Apple Empanada,310,taco-bell,310,310.0
170,Cheesy Fiesta Potatoes,290,taco-bell,290,290.0
171,Chips & Guacamole,320,taco-bell,320,320.0
172,Chips & Pico De Gallo,230,taco-bell,230,230.0
173,Cinnamon Twists,170,taco-bell,170,170.0
174,Nacho Fries,320,taco-bell,320,320.0
175,Naked Chicken Chips,390,taco-bell,780,585.0
176,Pintos n Cheese,180,taco-bell,180,180.0
177,Premium Latin Rice,120,taco-bell,120,120.0
178,Steak Rattlesnake Fries,450,taco-bell,450,450.0
179,Steak Reaper Ranch Fries Supreme,470,taco-bell,470,470.0
180,Beefy Cheddar Crunchwrap Slider,410,taco-bell,410,410.0
181,Beefy Mini Quesadilla,210,taco-bell,210,210.0
182,Beefy Nacho Griller,420,taco-bell,420,420.0
183,Black Bean Crunchwrap Supreme,510,taco-bell,510,510.0
184,BLT Crunchwrap Slider,430,taco-bell,430,430.0
185,Cheese Quesadilla,450,taco-bell,450,450.0
186,Cheese Roll-Up,190,taco-bell,190,190.0
187,Chicken Power Bowl,560,taco-bell,560,560.0
188,Chicken Quesadilla,520,taco-bell,520,520.0
189,Chickstar,620,taco-bell,620,620.0
190,Chili Cheese Burrito,380,taco-bell,380,380.0
191,Chipotle Crispy Chicken Griller,290,taco-bell,290,290.0
192,Crispy Chicken Quesadilla,650,taco-bell,650,650.0
193,Crunchwrap Supreme®,540,taco-bell,540,540.0
194,Double Tostada,270,taco-bell,270,270.0
195,Express Taco Salad w/ Chips,580,taco-bell,580,580.0
196,Loaded Potato Griller,470,taco-bell,470,470.0
197,Mexican Pizza,540,taco-bell,540,540.0
198,MexiMelt®,270,taco-bell,270,270.0
199,Quesalupa,440,taco-bell,460,450.0
200,Shredded Chicken Mini Quesadilla,180,taco-bell,180,180.0
201,Spicy Chicken Crunchwrap Slider,400,taco-bell,400,400.0
202,Spicy Tostada,190,taco-bell,190,190.0
203,Stacker,390,taco-bell,390,390.0
204,Steak Power Bowl,580,taco-bell,580,580.0
205,Steak Quesadilla,520,taco-bell,520,520.0
206,Triple Double Crunchwrap,700,taco-bell,780,740.0
207,Veggie Power Bowl,430,taco-bell,430,430.0
208,Express Taco Salad w/ Chips,580,taco-bell,580,580.0
209,Fiesta Taco Salad-Beef,780,taco-bell,780,780.0
210,Fiesta Taco Salad-Chicken,720,taco-bell,720,720.0
211,Fiesta Taco Salad-Steak,720,taco-bell,720,720.0
0,Chicken Softshell Taco,190,taco-johns,190,190.0
1,Crispy Taco,170,taco-johns,170,170.0
2,Fish Tacos,280,taco-johns,280,280.0
3,Softshell Taco,220,taco-johns,220,220.0
4,Stuffed Grilled Taco,540,taco-johns,540,540.0
5,Taco Bravo®,330,taco-johns,330,330.0
6,Taco Burger,280,taco-johns,280,280.0
7,Taco Perfecto,220,taco-johns,230,225.0
8,Bean Burrito,370,taco-johns,370,370.0
9,Beef Grilled Burrito,590,taco-johns,590,590.0
10,Beefy Burrito,440,taco-johns,440,440.0
11,Chicken & Potato Burrito,480,taco-johns,480,480.0
12,Chicken Grilled Burrito,590,taco-johns,590,590.0
13,Combination Burrito,410,taco-johns,410,410.0
14,Crunchy Chicken & Potato Burrito,580,taco-johns,580,580.0
15,Meat & Potato Burrito,520,taco-johns,520,520.0
16,Super Burrito,450,taco-johns,450,450.0
17,Breakfast Burrito – Bacon,550,taco-johns,550,550.0
18,Breakfast Burrito – Sausage,640,taco-johns,640,640.0
19,Breakfast Egg Burrito,420,taco-johns,420,420.0
20,Breakfast Egg Burrito – Bacon,480,taco-johns,480,480.0
21,Breakfast Egg Burrito – Sausage,570,taco-johns,570,570.0
22,Jr. Breakfast Burrito – Bacon,200,taco-johns,200,200.0
23,Jr. Breakfast Burrito – Sausage,240,taco-johns,240,240.0
24,Potato Olés® Scrambler – Regular Bacon,1080,taco-johns,1080,1080.0
25,Potato Olés® Scrambler – Regular Sausage,1190,taco-johns,1190,1190.0
26,Scrambler Burrito – Bacon,550,taco-johns,550,550.0
27,Scrambler Burrito – Sausage,660,taco-johns,660,660.0
28,Spicy Chorizo Breakfast Burrito,510,taco-johns,510,510.0
29,Bacon Ranch Dressing – 1.5 oz,120,taco-johns,120,120.0
30,Creamy Italian Dressing – 1.5 oz,130,taco-johns,130,130.0
31,Guacamole – 2 oz portion,70,taco-johns,70,70.0
32,Hot Sauce,5,taco-johns,5,5.0
33,House Dressing – 1.5 oz portion,70,taco-johns,70,70.0
34,Mild Sauce,10,taco-johns,10,10.0
35,Nacho Cheese – 3 oz portion,110,taco-johns,110,110.0
36,Pico de Gallo – 1 oz portion,10,taco-johns,10,10.0
37,Ranch Dressing – 1.5 oz portion,140,taco-johns,140,140.0
38,Salsa – 2 oz portion,10,taco-johns,10,10.0
39,Sour Cream – 2 oz portion,120,taco-johns,120,120.0
40,Super Hot Sauce – 1 oz portion,5,taco-johns,5,5.0
41,Kid's Meal Cheese Quesadilla,200,taco-johns,200,200.0
42,Kid's Meal Crunchy Chicken w/ Ranch,490,taco-johns,490,490.0
43,Kids Bean Burrito,370,taco-johns,370,370.0
44,Kids Chicken Softshell Taco,190,taco-johns,190,190.0
45,Kids Crispy Taco,170,taco-johns,170,170.0
46,Kids Softshell Taco,190,taco-johns,190,190.0
47,Potato Olés® - Kid's Meal/Breakfast Portion,330,taco-johns,330,330.0
48,Apple Grande,280,taco-johns,280,280.0
49,Chips & Queso,430,taco-johns,430,430.0
50,Churro,200,taco-johns,200,200.0
51,Giant Goldfish® Grahams,70,taco-johns,70,70.0
52,Gold Churro,210,taco-johns,210,210.0
53,Mexi Rolls®,280,taco-johns,710,495.0
54,Mexican Donut Bites,290,taco-johns,290,290.0
55,Nachos,380,taco-johns,380,380.0
56,Oreo Churro,280,taco-johns,280,280.0
57,Potato Olés®,480,taco-johns,860,670.0
58,Refried Beans,260,taco-johns,320,290.0
59,Side Salad,40,taco-johns,40,40.0
60,Chicken Taco Salad w/o Dressing,500,taco-johns,500,500.0
61,Crunchy Chicken Taco Salad w/o Dressing,630,taco-johns,630,630.0
62,Crunchy Chicken w/o Sauce,370,taco-johns,370,370.0
63,Loaded Nachos,680,taco-johns,860,770.0
64,Nachos Navidad,800,taco-johns,800,800.0
65,Quesadilla,450,taco-johns,550,500.0
66,Quesadilla Melt,450,taco-johns,550,500.0
67,Super Nachos,420,taco-johns,790,605.0
68,Super Potato Olés®,650,taco-johns,1090,870.0
69,Taco Salad w/o Dressing,540,taco-johns,540,540.0
70,Bold Buffalo,410,taco-johns,1150,780.0
71,Honey Habanero,440,taco-johns,1250,845.0
72,Sweet Chipotle BBQ,420,taco-johns,1180,800.0
0,Asiago Ranch Club,570,wendys,710,640.0
1,Bacon Jalapeno Cheeseburger,750,wendys,750,750.0
2,Bacon Maple Chicken Sandwich,680,wendys,680,680.0
3,Bacon Queso Burger,550,wendys,550,550.0
4,Bacon Queso Chicken Sandwich,590,wendys,590,590.0
5,Baconator Single,660,wendys,660,660.0
6,Barbecue Cheeseburger,630,wendys,1150,890.0
7,Big Bacon Classic,640,wendys,640,640.0
8,"Cheeseburger, Kids' Meal",290,wendys,290,290.0
9,Chicken Go Wrap,260,wendys,340,300.0
10,Crispy Chicken BLT,440,wendys,440,440.0
11,Crispy Chicken Sandwich,380,wendys,380,380.0
12,Dave's Double Cheeseburger,800,wendys,800,800.0
13,Dave's Single Cheeseburger,580,wendys,580,580.0
14,Dave's Triple Cheeseburger,1060,wendys,1060,1060.0
15,Double Stack,400,wendys,400,400.0
16,Fresh Mozzarella Chicken Sandwich,420,wendys,420,420.0
17,Giant Junior Bacon Cheeseburger (JBC),570,wendys,570,570.0
18,Grilled Avocado BLT Chicken Sandwich,610,wendys,610,610.0
19,Grilled Chicken Sandwich,360,wendys,360,360.0
20,"Hamburger, Kids' Meal",250,wendys,250,250.0
21,Homestyle Chicken Fillet Sandwich,510,wendys,510,510.0
22,Homestyle S’Awesome Bacon Chicken Sandwich,670,wendys,670,670.0
23,Jalapeno Fresco Spicy Chicken Sandwich,590,wendys,590,590.0
24,Jr. Bacon Cheeseburger (JBC),380,wendys,380,380.0
25,Jr. Cheeseburger,290,wendys,290,290.0
26,Jr. Cheeseburger Deluxe,350,wendys,350,350.0
27,Jr. Hamburger,250,wendys,250,250.0
28,Kids Grilled Chicken Wrap,260,wendys,260,260.0
29,North Pacific Cod Sandwich,440,wendys,440,440.0
30,Peppercorn Mushroom Melt,690,wendys,1290,990.0
31,S'Awesome Bacon Classic,640,wendys,1170,905.0
32,Smoky Mushroom Bacon Cheeseburger,760,wendys,760,760.0
33,Son of Baconator,700,wendys,700,700.0
34,Southwest Avocado Chicken Sandwich,690,wendys,690,690.0
35,Spicy Barbecue Chicken Sandwich,650,wendys,650,650.0
36,Spicy Chicken Fillet Sandwich,530,wendys,530,530.0
37,Spicy Sriracha Chicken Sandwich,670,wendys,670,670.0
38,Ultimate Chicken Grill Sandwich,390,wendys,390,390.0
39,"All Natural Lemonade, Small Cup",3,wendys,190,96.5
40,"Barq's Root Beer, Small Cup",180,wendys,180,180.0
41,Berry Cherry Fruit Tea,140,wendys,260,200.0
42,Brewed Sweetened Iced Tea,110,wendys,110,110.0
43,Brewed Unsweetened Iced Tea,5,wendys,5,5.0
44,"Coca-Cola, Small Cup",200,wendys,200,200.0
45,"Coke Zero™, Small Cup",0,wendys,0,0.0
46,"Diet Coke, Small Cup",0,wendys,0,0.0
47,"Dr Pepper, Small Cup",160,wendys,160,160.0
48,"Fanta Orange, Small Cup",180,wendys,180,180.0
49,"Hi-C Flashin' Fruit Punch, Small Cup",170,wendys,170,170.0
50,Honest Tropical Green Tea,60,wendys,120,90.0
51,Juicy Juice Apple Juice,90,wendys,90,90.0
52,Mango Peach FruitTea Chiller,150,wendys,280,215.0
53,"Minute Maid Light Lemonade, Small Cup",5,wendys,5,5.0
54,Nestlé Pure Life Bottled Water,0,wendys,0,0.0
55,Peach Lemonade,220,wendys,440,330.0
56,"Pibb Xtra, Small Cup",160,wendys,160,160.0
57,"Sprite, Small Cup",160,wendys,160,160.0
58,Strawberry Iced Tea,50,wendys,50,50.0
59,Strawberry Lemonade,200,wendys,200,200.0
60,Strawberry Passion FruiTea Chiller,150,wendys,290,220.0
61,Strawberry Watermelon Fruit Tea,150,wendys,280,215.0
62,Tropical Berry Lemonade,230,wendys,460,345.0
63,TruMoo Lowfat Chocolate Milk,140,wendys,140,140.0
64,TruMoo Lowfat White Milk,100,wendys,100,100.0
65,Wildberry Lemonade,230,wendys,480,355.0
66,"Bacon, Egg & Cheese Biscuit",420,wendys,420,420.0
67,"Bacon, Egg & Swiss Croissant",410,wendys,410,410.0
68,Breakfast Baconator,730,wendys,730,730.0
69,"Classic Bacon, Egg & Cheese Sandwich",320,wendys,320,320.0
70,"Classic Sausage, Egg & Cheese Sandwich",500,wendys,500,500.0
71,Honey Butter Biscuit,310,wendys,310,310.0
72,Honey Butter Chicken Biscuit,500,wendys,500,500.0
73,Maple Bacon Chicken Croissant,560,wendys,560,560.0
74,Oatmeal Bar,270,wendys,270,270.0
75,"Orange Juice, Small",130,wendys,130,130.0
76,Sausage & Egg Burrito,270,wendys,270,270.0
77,Sausage Biscuit,470,wendys,470,470.0
78,"Sausage, Egg & Cheese Biscuit",610,wendys,610,610.0
79,"Sausage, Egg & Swiss Croissant",600,wendys,600,600.0
80,Seasoned Potatoes,230,wendys,410,320.0
81,Chocolate Frosty-ccino,220,wendys,310,265.0
82,"Original Redhead Hot Coffee, Decaffeinated, Small",10,wendys,10,10.0
83,"Original Redhead Hot Coffee, Small",10,wendys,10,10.0
84,"Redhead Roasters®Hot Coffee, Regular",0,wendys,0,0.0
85,Vanilla Frosty-ccino,210,wendys,310,260.0
86,Barbecue Nugget Sauce,45,wendys,45,45.0
87,Brown Sugar,40,wendys,40,40.0
88,Buttery Best Spread,50,wendys,50,50.0
89,"Cheddar Cheese, Shredded",70,wendys,70,70.0
90,Heartland Ranch Dipping Sauce,120,wendys,120,120.0
91,Honey Mustard Nugget Sauce,80,wendys,80,80.0
92,Hot Chili Seasoning Packet,5,wendys,5,5.0
93,Hot Sauce,10,wendys,10,10.0
94,Saltine Crackers,25,wendys,25,25.0
95,Smoky BBQ Side Sauce,40,wendys,40,40.0
96,Spicy BBQ Side Sauce,60,wendys,60,60.0
97,Sweet & Sour Nugget Sauce,50,wendys,50,50.0
98,Sweet BBQ Side Sauce,60,wendys,60,60.0
99,Chicken Nuggets,180,wendys,450,315.0
100,Chicken Tenders,300,wendys,400,350.0
101,Spicy Chicken Nuggets,190,wendys,430,310.0
102,Chocolate Chunk Cookie,390,wendys,390,390.0
103,Double Chocolate Chip Cookie,350,wendys,350,350.0
104,Espresso Chip Bar,290,wendys,290,290.0
105,Frosty Cookie Sundae,390,wendys,410,400.0
106,Sugar Cookie,390,wendys,390,390.0
107,Birthday Cake Frosty,210,wendys,580,395.0
108,Birthday Cake Frosty Cookie Sundae,410,wendys,410,410.0
109,"Chocolate Frosty, Small",300,wendys,300,300.0
110,"Vanilla Frosty, Small",280,wendys,280,280.0
111,Apple Balsamic Vinaigrette,80,wendys,80,80.0
